Tweet_Id,Author,Content
1784981935846257121,Kegoblogan.Unfaedah,"Apresiasi buat para pemain Timnas Indonesia, U did great guys! Masuk semifinal pun udah prestasi besar buat Negara Indonesia. Terlepas dari drama var dan wasit malam ini yang buat mental kalian jatuh kalian tetap hebat. Please bangkit buat perebutan juara ketiga karena itu https://t.co/vEhLOFToVD"
1846029217273991508,Extra Time Indonesia,"✅ RESMI : Perangkat pertandingan laga China vs Indonesia nanti malam.

Wasit Utama: Omar Mohamed Al-Ali 🇦🇪
AW 1 : Mohamed Ahmed Hammadi 🇦🇪
AW 2 : Jasem Abdulla Al-Ali 🇦🇪
4th official : Sultan Yousef Al-Hammadi 🇦🇪
Wasit VAR : Mohammed Obaid Khadim 🇦🇪
Asisten VAR : Yahya Al-Mulla https://t.co/SodrQtzUDg"
1753391764919201945,Extra Time Indonesia,"🗣️""Saya selalu menentangnya (VAR). Hal ini membuat sepak bola menjadi kehilangan spontanitas, wasit bisa membuat kesalahan, tapi bayangkan lima atau enam kesalahan. Real Madrid adalah salah satu klub yang paling diuntungkan dari hal ini.”

- Joan Laporta 🤣🤣

📝 RAC1 https://t.co/JyAB1Ouu03"
1786082488521216255,Extra Time Indonesia,"VIDEO VAR NYA GA MUNCUL JANCOKKKK

APAAN SIH INI"
1844420615912161392,Extra Time Indonesia,"ALHAMDULILLAH GOL INDONESIA DIRESMIKAN VAR!!!

GOL: RAGNAR ORATMANGOEN
ASSIST: MEES HILGERS
MENIT: 45+3'

BAHRAIN 1-1 INDONESIA

#Blibli @bliblidotcom"
1786062788823277772,Extra Time Indonesia,VAR CHECK DULU 😭😭😭😭😭😭😭😭😭😭😭😭😭
1784992454506319901,Extra Time Indonesia,"Bisa-bisanya ga penalti, bahkan ga cek VAR 😣 https://t.co/NGD7UkzOLq"
1777802382233289147,Extra Time Indonesia,"CIK WASIT ASUUUU

GUE YANG BUKAN FANS ARSENAL AJA MISUH COK WASIT GOBLOK GAK CEK VAR

#Blibli @bliblidotcom"
1749110956859462040,Extra Time Indonesia,"✅ Dapet penalti
✅ Dapet bantuan batalin gol
✅ Dapet bantuan VAR validasi gol

You know lah powernya Madrid 😏

#Blibli @bliblidotcom"
1752566734580760702,Extra Time Indonesia,"✅ RESMI : Penggunaan teknologi VAR yang seharusnya dimulai di Liga 1 pada pekan ke-24 DITUNDA.

Salah satu kendalanya adalah masih kurangnya wasit yang berlisensi untuk mengoperasikan VAR.

📝 via Transfermarkt https://t.co/Z1nU8SImCv"
1627599499081424896,𝙄𝘿𝙎,"""VAR di Indonesia bukan masalah alat. Tapi, masalah SDM. Ketika ada VAR, selain wasit di lapangan, kita mesti memiliki wasit yang bisa mengoperasikan VAR dengan kompetensi""

""Jadi, challenge-nya bukan infrastruktur, tapi SDM""

- Ratu Tisha

https://t.co/XyktE01K2d https://t.co/sCKt5H9d5x"
1784982745074299104,SuperSoccer TV,"-Cek VAR penalti Indonesia ➡️ gak ada pelanggaran sama sekali
-Cek VAR gol Indonesia ➡️ offside
-Ridho lagi clearance disamperin pemain Uzbekistan, gak sengaja anunya ketendang ➡️ kartu merah
-Gol kedua Uzbekistan gak mau cek VAR

Kata-kata mutiara buat wasit?

#INIRASANYASUPER https://t.co/1Ty7szQw7w"
1784968278798127485,Extra Time Indonesia,LAH JANCOK CEK VAR ANJING
1784953346551628139,Extra Time Indonesia,"foul
dapet freekick
mau freekick
cek VAR
possible penalty

✅ malah bukan freekick, bukan penalty, bukan foul 😭😭😭"
1787840444392763462,alex1984,akhirny ada alesan klo nanti kalah.... 😌😌
1785122398016278873,United About,"Rangkuman kejanggalan wasit dan VAR di pertandingan Semi Final AFC Asian Cup U23 antara Indonesia vs Uzbekistan:

1. Nama wasit utama dan ketua VAR di pertandingan kemarin adalah:
- Shen Yinhao (Referee, China 🇨🇳)
- Sivakorn Pu-Udom (VAR Referee, Thailand 🇹🇭)

2. Cek VAR, tetapi https://t.co/u7GmWHNxBw"
1785004756370591944,FaktaBola,"Operator VAR di laga Qatar vs Indonesia, dan Indonesia vs Uzbekistan adalah orang yang sama.....

Kirain setelah protes dan kontroversi di laga vs Qatar, dia gak bakal ditunjuk lagi. Ternyata malah lanjut ditunjuk oleh AFC untuk laga Indonesia vs Uzbekistan 😅 https://t.co/en92dMdbzE"
1844439967977918603,Extra Time Indonesia,Bahkan ga ada cek VAR untuk gol kedua Bahrain
1788327674810966244,Extra Time Indonesia,"🗣️“Ini sangat aneh, wasit bahkan tidak mengecek VAR. Hal ini sangat sering terjadi di Madrid. Saya sudah mengalaminya dengan dua goal Cristiano beberapa tahun lalu. Meski kami tidak boleh menyimpulkan kekalahan hanya pada hal itu.”

- Thomas Muller 😳

📝 Post match interview https://t.co/5dkCQ7TKrs"
1626095809333981184,FaktaBola,"Janji Erick Thohir saat terpilih menjadi Ketua Umum PSSI:

• Melanjutkan Liga 2 &amp; 3
• Menerapkam VAR di Liga 1
• Membenahi Kualitas Wasit
• Membangun Training Center untuk Timnas Indonesia

Goodluck pak @erickthohir 🇮🇩🤝 https://t.co/5HjPLXeyFW"
1783577400112214363,Extra Time Indonesia,CEK VAR LAGI 🤲🏻
1784968427171721350,Extra Time Indonesia,ANJIRRRR VAR CHECK WOY
1627520765678743553,GOAL Indonesia,"𝐒𝐈𝐀𝐏-𝐒𝐈𝐀𝐏 𝐊𝐄𝐂𝐄𝐖𝐀 😬

Buat yang teriak-teriak soal penerapan VAR di sepakbola tanah air, Erick Thohir punya jawabannya untuk kalian 🙄

Apa kalian setuju dengan program prioritas PSSI? 🤔

#PSSI #Liga1 #Liga2 #Liga3 #TimnasIndonesia https://t.co/Fg96NyN7PW"
1787853428246679640,Nabil Iklil Albaryan,Bau-bau mafia🤫
1858848863190479175,Extra Time Indonesia,"CEK VAR HUBNER 😭😭😭

#Blibli @bliblidotcom"
1786073170338000957,Extra Time Indonesia,"HANYA KARTU KUNING UNTUK PEMAIN NOMOR 14 SETELAH MENYEPAK TULANG KERING MARSELINO. TIDAK ADA CEK VAR.

WASIT ANJING!!!"
1783551799238225982,Extra Time Indonesia,"GOLLL KORSEL DIANULIR VAR!! DIANGGAP OFFSIDE!!!

ALHAMDULILLAH YA ALLAH TERIMA KASIH 😭😭😭😭🙏🙏🙏🙏🙏🙏🙏🙏

KORSEL 0-0 INDONESIA

#Blibli @bliblidotcom"
1787710147353272429,Roy,Di kerjain habis habisan
1834026808922235183,alam,"Daun kemangi adalah bagian dari tanaman kemangi (Ocimum basilicum var. thyrsiflora) yang sering digunakan dalam masakan. Daun ini memiliki aroma yang khas, menyegarkan, dan sedikit pedas. Dalam masakan Indonesia, daun kemangi sering digunakan sebagai lalapan, dalam sambal, atau https://t.co/s9dipravAy"
1788491127508947454,Extra Time Indonesia,"GAK JADI GOL SETELAH CEK VAR 😭😭😭😭😭😭😭😭😭😭😭

#Blibli @bliblidotcom"
1785118899744501915,Siaran Bola Live,"Tidak perlu malu mengakui Uzbekistan lebih kuat atau lebih beruntung dari Indonesia, mereka layak ke Final karena sudah menang. 
Seperti halnya juga Indonesia pernah menang dari Korsel, mungkin Netijen Korsel juga kesal dengan VAR &amp; Wasit saat itu.
Rasa kecewa, marah itu pasti https://t.co/cXMXZvRvgA"
1779924446658314584,Extra Time Indonesia,LAH CEK VAR LAGI 🤣🤣
1779905662149165522,Extra Time Indonesia,Lah ngapain cek VAR
1788605603218362779,United About,"Rangkuman kejanggalan wasit Francois Letexier di pertandingan Play-off Olympics 2024 antara Indonesia vs Guinea:

- Dari awal pemilihan stadion sudah mencurigakan. Tidak ada fasilitas VAR untuk pertandingan sepenting ini. 

- Pelanggaran penalti pertama Guinea sebenarnya terjadi https://t.co/jn1gEEwkg8"
1784201637575479805,MEDIO CLUB ID,"BREAKING 🚨

Sivakorn Pu-Udom (Thailand) akan menjadi wasit utama VAR dalam laga Indonesia vs Uzbekistan. 

Sivakorn adalah wasit utama VAR waktu Indonesia kalah lawan Qatar di laga pembuka grup. 🫣

(@Indostransfer) https://t.co/51CZcISHyi"
1867902452751810935,heulaaluhe,"🚨BREAKING : Var pertandingan Vietnam VS Indonesia besok akan direview &amp; dikontrol langsung di Malaysia.

sampai saat ini belum diketahui kenapa hal ini dilakukan, tapi dari beberapa media vietnam adanya masalah instalasi Var di stadiom Viet tri. 🙄

#TimnasDay https://t.co/WjbF1EBh7z"
1786063363098976635,Extra Time Indonesia,"GOL IRAK DINYATAKAN SAH OLEH VAR. ANJING. 😭😭😭😭

IRAK 1-1 INDONESIA 30'"
1787732071617908953,akuadalahaku,tulul
1844419983117553672,Extra Time Indonesia,"ASTAGHFIRULLAH CEK VAR 😭🤲🏼

#Blibli @bliblidotcom"
1790333556365115793,Extra Time Indonesia,🚨🖥 VAR akan debut di sepak bola Indonesia pada malam hari ini di pertandingan antara Bali United vs Persib. Kick off 19.00 WIB dan bisa disaksikan langsung di Indosiar dan Vidio! 🔥🔥🔥 https://t.co/pecL7IJl81
1786063307704823870,Extra Time Indonesia,DAH LAH SUSAH NGAREP VAR SELAMA MASIH ADA SIVAKORN
1779931083087446231,Extra Time Indonesia,"Kenapa kartu kuning kedua Ivar Jenner ga dicek VAR?
- Karena VAR emang gabisa digunakan untuk cek pelanggaran dengan potensi kartu kuning 

Kenapa foul Ramadhan Sananta yang awalnya kuning lalu dicek VAR?
- Karena potensi kartu merah langsung, kartu kuningnya bisa dibatalkan."
1782131734215381468,Extra Time Indonesia,"Setelah dicek VAR, diputuskan bukan goal. ❌ https://t.co/kbD89F0MFr"
1722541198987153644,Extra Time Indonesia,"Monitor VAR yang sudah terpasang di stadion Gelora Bung Tomo jelang kick off Piala Dunia U-17, VAR juga akan tersedia di stadion Si Jalak Harupat, Manahan, dan JIS. 🏟️

Seluruh tenaga yang digunakan dalam pengoperasian VAR masih disediakan oleh FIFA karena SDM Indonesia belum https://t.co/Yis7fycCBr"
1785307291849474164,FaktaBola,"RESMI: Ofisial wasit untuk laga perebutan tempat ke-3 antara Indonesia vs Iraq nanti! 🇮🇩🇮🇶

Wasit utama: Majed Al-Shamrani 🇸🇦
VAR utama: Abdullah Al-Shehri 🇸🇦

Asisten VAR: Sivakorn Pu-Udom 🇹🇭

Sumber dari web resmi AFC https://t.co/Ho39OFL25f"
1844420021864497658,Extra Time Indonesia,"AWAS AE LU DIBATALIN VIA VAR CIK 🤬

#Blibli @bliblidotcom"
1784969923435073986,Extra Time Indonesia,NANGIS BGT HABIS KENA VAR KEBOBOLAN UZBEKISVAR SUVAKORNTTTTTTTT
1784212163038687232,Extra Time Indonesia,"serius Sivakorn Pu-udom jadi wasit VAR buat match Indonesia vs. Uzbekistan hari Senin? 😳

Pu-udom wasit VAR di match pertama kita pas kalah 2-0 dari dik Qavar, orang asal Thailand 😭"
