Tweet_Id,Author,Content
1643763932748718080,☁️,STAYNSWERS ARE WINNING! https://t.co/fnMy6NUKJC
1643933162802671616,tekla • jypnation concert in 2024 pls,Nmixx x skz interaction yayyyy
1800356726904181015,Fuyuu || ThankYouFuko𓂃⑅,"-KOKO
She is 42.18% similar to jiwon from fromis_9
But she is also
• 37,41% similar to kyujin nmixx
•34,59% similar to haerin newjeans
•30,22% similar to yoon stayc
•30,13% similar to hyein newjeans https://t.co/LrYI3qreGC"
1647139418875084801,ky || STICK OUT 🌟,"[✨] MixxMoments
Sulyoon 'Love Me Like This' ending fairy at Music Core

#NMIXX #엔믹스
#설윤 #SULLYOON https://t.co/4Pk23LtcFE"
1643824814166269952,_Byeolbich08,when i saw the Lino i remember this🥲 https://t.co/ycsSy5cLD6
1744213278405087378,Oldie,Credit:
1749680460987548136,"5AYANG, Jicha! ‹𝟹","˖ 𖥔 ¡ with nmixx's sulyoon.
https://t.co/syv6f1pJsS"
1643770931070763009,Eli 🐝fan acct🐝,So happy for Sullyoon!!!
1643843391392735232,cerys,lee know looks so cute there i can’t
1643785838239645696,🍀hyunjin is home🍀,"reminder for stays to take mucore seriously and this time let’s give skz a win on mucore while leeknow is still mc here, this is skz dream so let’s get ready for upcoming skz comeback!! this is probably our last chance to give them win while leeknow still mc"
1749680463046992029,"5AYANG, Jicha! ‹𝟹",https://t.co/xkaMToa46j
1805056352471122370,Sa! ･ᴗ･,"🔗🍊 :
https://t.co/2njZ6bRVLf"
1643861597981675520,Jiya Alisilino 🐰🦊🐺,"Sullyoon jatohnya bakal kyak Minju, bakal dikerjain abang2nya 😅
neng cantik harus siapin mental ya"
,,
1800359976587948053,Fuyuu || ThankYouFuko𓂃⑅,"-JIYOON
She looks 46,08% similar to wonyoung IVE
but she is also
•38,57 % similar to jiwoo Nmixx
•32,68% similar to gyuri ex-fromis_9
•32,58% similar to hyunjin Loona
•32,54% similar to joy Redvelvet https://t.co/2dyBln99JC"
1800362761689747624,Fuyuu || ThankYouFuko𓂃⑅,"-JEEMIN
She looks 38,08% similar to karina Aespa
but she is also
• 37,13% similar to chuu Loona
•36,48% similar to winter Aespa 
•35,79% similar to hanni Newjeans
•35,63% similar to minji Newjeans
honestly this is so random I was thinking out loud😐 https://t.co/ilZdnJONgz"
1800365202741080307,Fuyuu || ThankYouFuko𓂃⑅,"-SUJUNG
She looks 36,40% similar to Liz Ive
but she is also
• 33,15% similar to hyein Newjeans
•29,70% similar to minji Newjeans
•29,66% similar to juria XG
•29,24% similar to hoshi Seventeen
I did see Liz's vibe towards her from the start https://t.co/YJfBdZCeeB"
1800366008512999859,Fuyuu || ThankYouFuko𓂃⑅,"-GYURI
She looks 32,67 % similar to jisun fromis_9
but she is also
• 32,04% similar to wheein Mamamoo  
•31,68% similar to hayoung fromis_9
•30,68% similar to wonhee Illit
•29,60% similar to sohee Rocket punch https://t.co/NVNDE3EP7H"
1727296573066162497,cacie 🐰🍓,"Wts lfb wtt lft ph 🇵🇭

NMIXX A MIDSUMMER NMIXX'S DREAM OFFICIAL PHOTOCARD &amp; POLAROID 🦋

mop: gcash/cod
mod: sco/jnt

DM/Reply to claim 🤗

Avaliable on: https://t.co/51rAz95BRE #ShopeePH

📌 nmixx haewon lily sulyoon bae jiwoo kyujin midsummer expergo entwurf pc poca pola https://t.co/ImO1XGgSEj"
1643761565118898178,e💦,ini pas pemotretan gimana yaaaa
1800361085436051785,Fuyuu || ThankYouFuko𓂃⑅,"-SARANG 
She looks 35,64% similar to karina Aespa
but she is also
•33,56% similar to  sohee Rocket punch 
•32,56% similar to minji Newjeans
•28,23% similar to wonyoung Ive
•27,24% similar to isa Stayc
Is sarang really Karina's sisters ? I saw the rumors yesterday🤔 https://t.co/d2E7iYzQV9"
1800363473786077322,Fuyuu || ThankYouFuko𓂃⑅,"-MAI
She looks 40,12% similar to yeji Itzy
but she is also
• 38,85% similar to lia Itzy
•34,23% similar to minji Newjeans
•32,76% similar to yiren Everglow
•32,54% similar to kyujin Nmixx
It's very accurate, and Mai has the charismatic female streak🥵 https://t.co/1I4o6tqWZ1"
1837367044670640514,LTS 🧚‍♂️🧚‍♀| TWS &TEAM PH GO,"[PH GO 🇵🇭] WTS LFB PASABUY

allure Magazine OCTOBER 2024
ft. NMIXX SULYOON JIWOO KYUJIN, JEON SOMI, NCT WISH

Choose Cover (group/member): Php 360 + isf&amp;lsf
🗓 DOP: 09/29
📍 ETA: NORMAL 
✏ Order Form: https://t.co/US0LCUZr0E

#NMIXX #LTSPHMagazine
🔖nmixx nswer allure korea https://t.co/ae7JDqLlaD"
1643763459564216323,☁️,Lee Know's long hair is... https://t.co/dA6mNGviSp
1643829935578939395,Iᴋᴏᴜ⁸🖤樂★⁵,So.. wooyoonho? *-*
1790729014375788927,Clay 🌸,"who are your biases from these groups?

boynextdoor : -
red velvet       : seulgi
nmixx              : sulyoon
xodiac             : -

comment '⭐' for some groups :3 https://t.co/tFHcfBkNlV"
1800359204236177410,Fuyuu || ThankYouFuko𓂃⑅,"-SAEBI
She looks 36,41% similar to wonyoung Ive
but she is also
• 33,32% similar to jisun fromis_9
•32,78% similar to cocona XG
•32,39% similar to haerin newjeans
•31,91% similar to winter aespa
Wow, Saebi and Wonyoung really have the code of our future Maknae and Center😯 https://t.co/FDXTPMCtX4"
1800364440971629049,Fuyuu || ThankYouFuko𓂃⑅,"-YUJU
She looks 33,53% similar to soojin ex_G-idle
but she is also
• 28,73% similar to  chisa XG
•28,67% similar to wonyoung Ive
•28,38% similar to sullyoon Nmixx
•26,56% similar to yeji Itzy
I'm not surprised because Yuju has a visual chameleon 🙂 https://t.co/FLrZxNpQ7G"
1800366304727286243,Fuyuu || ThankYouFuko𓂃⑅,⛔️done⛔️
1643760719433994242,댕꾸,"oh its official that Nmixx’s Sulyoon joined Lee Know &amp; Jungwoo as new MC for Music Core, first broadcast on 15th~ https://t.co/ILdop2iGxX"
1744213275859120322,Oldie,"Top 10 ideal type picked by korean teens:
1. Aespa karina
2. Aespa winter
3. Ive yujin
4. Nmixx sulyoon
5. Ive wonyoung
6. Newjeans haerin
7. Bae suzy
8. Newjeans minji
9. Blackpink jisoo
10. Lesserafim chaewon https://t.co/VTRwBGIOfg"
1643776188349837312,🌟🦖Neki 🍤🌟,Sullyoon and Jungwoo look like they could be kdrama siblings
1800353590411952400,Fuyuu || ThankYouFuko𓂃⑅,"guys look what I found, how can this face tracking app be so accurate? I was even so surprised to see it, I did it to 12 trainees 
-a thread🧵 https://t.co/HXHCTFYth5"
1747684874121609552,CBNDBR! 💜 | HOW?,"[#UPDATE] 17.01.24|🏠
#JAEHYUN fez o Dance Challenge de 'DASH' a com Sulyoon do NMIXX! 

#BOYNEXTDOOR #보이넥스트도어 #BND
#JAEHYUN @BOYNEXTDOOR_KOZ https://t.co/r2NmCxe31F"
1805052698510983606,Sa! ･ᴗ･,"[ help rt, thank you! ]

Want to sell / WTS 

TWICE Mina &amp; Sana, NMIXX Jiwoo &amp; Sulyoon

🏷 Price exclude pack 2k/transaksi + admin 🍊 5%.
📍Dom JKT/BDG.
📝 Not for sensitive &amp; time waster buyer &lt;3

t. PC Photocard Album Summer Nights More and More RTB B1&amp;2 Entwurf Expergo https://t.co/rYC0byj8wG"
1643794862125326345,né,AAAAAAAAAA
1644203443521740807,ch1ju,why do they all have a…feline feel?! 😭😭
1643766341747486721,타오라,"wait why 15, they dont have broadcast this week?"
1644107947918733313,aki,preppy school boy leeknow
1696044806139785269,しーぼ,"WTB // WANT TO BUY
aab nmixx

Prio sulyoon digipack
(Rd mana aja no prob)

T. Wtb lfs aab photocard nmixx sulyoon ww ship ina dom https://t.co/99PZil93q5"
1739278050146353331,S H A R K || びう,"I finally finished this 😆
Soñar version 🥰

#NMIXX
#nmixxfanart
#2dart #LILY #HAEWON #sulyoon #bae #JIWOO #KYUJIN #nswer #biw_hiu #soñar 
@NMIXX_official @WE_NMIXX https://t.co/1iINq4Zo10"
1643777579877560321,Rizz🐑🛹,StrayMixx🤟
1643770205661986818,pinyooo_,lino rambut lu cakep amat😭 https://t.co/hlyHw11EQV
1800357620555137510,Fuyuu || ThankYouFuko𓂃⑅,"-JUNGEUN
She looks 24,53% similar to aespa winter but she is also
•23,57% similar to chaeryong itzy
•21,73% similar to haewon nmixx
•21,72% similar to youngeun kep1er
•21,41% similar to hayoung fromis_9 https://t.co/OfiH1PpRyQ"
1727296586936651998,cacie 🐰🍓,"Wtt lft ph 🇵🇭

NMIXX MIDSUMMER Polaroid Card up for trade!

Want: Jiwoo equi 💕

DM/Reply 🤗

📌 nmixx haewon lily sulyoon bae jiwoo kyujin midsummer expergo entwurf pc poca pola https://t.co/ClGYTq2amb"
1805643006441308496,Upil nya lalisa,Cdm
